Day of week,Hrs,Mins,Stage,No.of waiting patients,Reason,Service time (secs)
2,9,38,2,40,1,2394
0,10,11,2,43,0,886
4,20,59,4,21,0,80
4,9,28,2,4,1,2469
2,20,20,4,25,3,85
5,20,51,2,0,0,820
3,12,50,2,17,4,1097
6,9,20,4,15,1,107
2,21,5,2,11,1,2396
0,19,43,2,6,1,2299
2,12,11,2,42,1,2184
2,18,8,2,37,2,2990
0,20,29,2,28,4,1091
5,19,27,2,49,3,1369
5,19,46,2,30,3,1482
4,19,49,2,4,3,1340
4,21,8,2,42,2,3674
6,19,9,2,46,0,588
6,18,15,4,0,4,97
6,9,41,2,33,0,1151
5,19,19,2,6,0,904
4,12,49,2,35,2,3766
0,20,9,2,24,4,1067
1,18,21,2,40,4,1092
6,16,22,2,20,3,1549
4,12,3,2,18,4,1070
2,19,15,2,8,1,2448
0,12,38,2,6,4,1061
5,20,47,2,1,1,2108
5,20,4,3,44,3,57
3,19,21,4,49,2,111
2,20,33,2,43,2,3675
0,11,54,4,34,4,73
4,21,3,4,2,0,96
4,20,10,2,29,3,1515
5,21,50,2,10,4,937
5,12,3,2,19,1,2436
3,21,14,2,41,2,3660
6,15,47,2,46,4,1063
6,17,1,2,2,1,2302
0,15,25,2,34,4,1065
6,15,10,2,34,4,1084
4,11,10,2,22,2,3556
3,11,37,2,19,2,3520
0,11,34,2,48,3,1395
5,18,23,3,24,2,76
2,21,8,2,15,1,2273
1,21,25,3,3,3,76
0,21,39,2,35,3,1534
3,11,3,2,44,0,903
4,19,46,2,16,4,1091
2,9,53,2,28,2,3783
4,18,25,2,47,3,1454
6,15,10,4,12,2,117
1,18,55,2,46,2,3492
2,21,47,2,16,3,1425
1,18,46,2,44,0,906
6,12,7,2,33,1,2552
2,21,4,4,14,3,82
6,17,9,4,30,1,89
6,16,10,2,33,3,1542
0,21,26,3,20,4,74
0,0,54,2,14,1,2264
5,20,11,2,35,1,2460
3,11,44,2,46,2,4418
4,11,6,2,7,3,1530
1,11,55,4,2,1,92
1,11,9,2,0,2,3695
5,18,4,4,21,1,83
2,12,49,3,33,1,66
5,20,49,2,8,1,2453
2,19,10,2,29,2,2741
5,21,56,4,17,1,66
4,21,30,2,11,2,3388
3,21,18,2,44,3,1545
0,15,14,3,42,4,47
5,20,55,3,2,0,63
1,21,58,2,18,3,1422
1,18,59,2,21,0,1142
3,18,30,3,26,2,67
2,11,41,2,22,4,1378
4,20,29,4,43,2,61
5,19,32,4,28,3,84
5,21,9,4,20,0,84
4,20,19,2,34,4,1085
3,20,15,2,38,1,2351
2,21,50,2,23,4,1088
0,0,14,2,15,4,1091
2,19,12,2,22,2,3637
6,15,30,2,27,2,3468
3,19,25,2,28,3,1098
3,18,10,3,24,3,41
0,15,27,4,48,0,73
5,10,10,3,3,4,65
3,20,14,2,31,4,1236
1,19,7,2,22,0,902
5,21,54,3,12,2,50
1,18,10,2,11,4,1076
4,18,43,2,41,3,1540
4,19,0,2,36,4,1066
6,9,6,2,14,2,3312
4,19,38,2,3,0,908
2,10,53,3,32,2,77
1,19,29,3,38,3,81
3,12,0,4,10,2,84
4,21,9,2,19,3,1426
5,21,52,3,45,0,52
5,20,5,2,30,0,881
5,21,49,3,1,4,56
1,21,49,2,7,2,3409
5,10,34,3,47,3,66
6,16,49,2,35,4,995
3,19,38,2,19,0,885
6,17,28,2,7,1,2776
1,19,34,3,19,3,46
0,18,50,2,22,1,2329
0,9,40,2,46,2,3106
1,18,1,4,5,1,92
6,18,16,2,28,4,1093
0,0,7,4,29,0,86
5,18,2,4,35,0,91
1,21,13,2,8,4,1088
3,18,21,2,40,3,1537
1,20,19,2,39,0,626
3,11,28,2,8,0,897
5,11,42,2,30,1,2287
1,19,45,2,19,1,2260
2,21,45,2,35,4,1090
0,19,56,2,17,1,2452
2,20,40,3,47,2,80
6,14,28,2,37,1,2173
5,20,1,2,3,0,909
4,10,54,3,6,1,76
6,20,53,4,23,3,98
5,21,31,2,48,3,1882
5,19,12,2,34,3,1567
4,21,55,2,38,3,1498
5,20,17,4,21,2,96
4,21,38,2,48,3,1121
3,11,38,2,42,3,1458
5,18,45,2,42,0,890
3,19,54,2,36,1,2341
3,20,50,2,29,2,2497
1,18,57,2,16,3,1445
4,19,12,4,17,2,111
4,12,12,2,13,4,1259
5,19,53,2,42,4,1076
1,19,41,2,0,0,905
3,18,1,4,41,4,93
2,11,44,2,25,3,1225
2,19,35,2,18,3,1429
2,21,40,4,9,4,94
6,21,17,2,14,3,1464
6,12,9,2,46,1,2435
0,0,46,2,6,4,1078
0,0,24,3,4,0,52
3,19,52,2,5,2,4079
1,18,12,2,36,0,567
2,18,40,3,24,3,54
0,20,27,2,2,1,2326
3,20,53,2,23,1,2343
6,20,18,2,47,0,894
6,11,34,2,37,2,3794
2,21,3,4,13,4,81
2,9,54,2,19,4,879
3,21,41,3,13,1,75
0,0,32,2,1,3,1507
6,20,4,3,20,0,47
5,20,43,2,33,3,1510
3,21,56,2,45,4,1278
6,14,19,2,32,1,2307
1,21,1,4,15,2,82
1,20,3,2,40,0,799
5,19,55,2,46,1,2476
5,21,40,2,48,0,913
2,11,25,2,40,2,3695
3,9,6,2,23,4,1061
0,11,33,2,19,2,3050
5,9,15,2,3,3,1424
6,11,34,4,19,3,98
4,19,7,2,14,0,901
2,10,50,2,40,2,3798
6,12,58,4,42,2,96
2,9,35,2,41,3,1533
0,21,36,3,20,4,70
6,9,47,2,46,4,1094
4,18,22,2,36,0,1095
0,18,29,4,26,3,99
5,18,24,2,24,1,2033
6,20,34,2,26,1,2506
5,9,2,2,41,2,4378
2,18,57,2,27,4,1086
1,11,23,2,23,3,1643
1,20,22,4,32,1,83
4,19,26,3,31,1,46
1,21,45,2,35,1,2029
2,20,44,2,43,2,4658
3,11,37,2,6,1,2327
1,20,37,3,26,3,48
1,18,51,2,1,2,3351
0,12,48,3,23,1,48
1,20,54,2,28,1,2477
4,20,31,2,15,3,1328
5,9,8,2,42,4,1078
1,20,32,2,16,0,886
6,0,5,2,11,4,1065
1,20,4,2,28,0,893
5,10,15,4,41,4,87
2,11,38,3,34,2,79
0,15,16,3,4,1,54
2,21,23,4,40,1,75
6,9,31,2,38,3,1083
4,21,23,2,3,3,1547
5,18,32,4,44,0,73
5,19,17,2,29,1,2322
1,12,36,2,43,3,1474
6,0,11,4,21,3,68
6,11,43,2,7,1,2675
2,21,17,2,15,2,3333
5,21,37,4,43,0,94
2,18,30,2,34,3,1432
4,20,18,2,1,2,3321
1,19,40,2,2,3,1271
3,9,28,4,5,0,74
1,18,28,2,5,0,950
5,18,38,2,9,3,1571
1,18,0,4,28,2,96
4,10,7,2,26,4,1088
1,20,1,3,11,0,69
2,9,38,2,41,1,2339
5,20,28,2,46,3,1515
5,21,11,2,43,1,2467
5,18,21,2,27,3,1506
0,0,43,3,18,2,79
2,9,5,3,22,2,72
4,9,38,4,9,1,97
6,11,36,2,37,1,2586
3,20,16,2,47,4,1069
2,9,29,2,10,4,1088
3,19,56,3,32,2,87
6,14,41,2,17,1,2443
0,11,38,3,19,1,70
4,19,2,2,34,0,1209
1,21,43,4,10,1,89
5,10,9,4,48,2,80
5,21,35,3,11,2,58
2,18,10,3,33,2,58
0,14,0,2,0,3,1730
4,21,46,2,16,3,1880
0,21,4,2,31,0,1098
0,9,55,2,2,1,2432
2,12,53,2,40,3,1552
3,19,45,2,34,3,1443
0,9,51,2,6,4,1060
0,10,11,2,10,0,916
2,21,28,3,49,3,78
0,17,16,3,39,2,56
5,10,6,2,44,3,1545
1,11,2,2,2,4,1373
1,18,7,2,25,0,908
6,10,55,2,15,3,1908
3,11,5,3,22,0,56
2,19,35,2,44,0,905
0,20,29,2,4,1,2396
0,12,45,2,29,0,616
6,10,8,2,16,1,2305
0,9,24,2,17,2,3463
0,14,43,2,7,0,1216
2,21,35,3,12,1,60
6,20,50,2,23,3,1828
3,18,42,2,44,2,3492
3,11,34,4,8,2,61
6,17,5,2,32,1,2478
5,19,49,2,22,0,1090
3,19,51,2,12,1,2394
4,18,21,4,49,4,92
4,19,37,2,13,3,1573
5,20,11,2,32,1,2335
1,12,44,2,39,2,3344
6,20,59,2,21,3,1574
0,12,4,3,4,1,74
1,19,23,3,26,4,66
5,18,6,2,8,0,901
2,10,42,3,22,1,77
3,20,42,4,37,0,72
4,20,23,2,23,3,1107
2,19,1,2,15,0,911
4,19,34,2,5,4,1079
3,19,32,2,36,2,3783
3,10,13,4,44,2,91
2,11,43,2,16,2,3018
2,21,34,2,16,2,3673
4,11,1,2,34,0,883
6,19,54,2,8,0,844
2,19,20,2,15,1,2452
2,19,30,2,21,3,1474
1,11,43,2,39,4,1090
2,11,1,4,10,1,92
6,17,22,2,48,1,2525
4,19,26,2,22,4,1172
5,21,53,2,4,2,3797
4,12,14,2,47,2,3784
3,18,55,3,34,2,70
5,10,20,3,4,4,51
3,20,19,2,16,0,880
4,20,43,4,29,3,97
4,19,19,2,16,0,903
5,12,27,2,14,2,3364
4,9,15,4,40,3,84
2,20,7,2,26,2,3634
3,9,59,2,4,2,3305
6,19,53,2,48,3,1552
0,17,10,2,35,0,894
4,20,9,2,11,3,1497
4,20,45,4,37,0,89
2,20,41,3,33,0,51
4,20,50,2,41,0,897
4,11,12,2,42,4,1083
3,20,38,4,29,2,118
2,12,42,2,11,0,885
0,18,20,2,27,1,2012
5,18,28,2,33,3,1560
0,17,38,2,40,3,1472
3,12,51,4,37,1,80
5,19,22,2,37,1,2139
1,12,55,2,5,2,3308
1,18,53,4,18,4,98
1,12,6,2,19,3,1450
6,20,32,2,13,0,902
5,18,14,2,20,2,3904
4,12,54,4,40,3,95
2,21,30,2,10,3,1504
4,19,43,2,2,3,1700
0,10,14,2,36,3,1652
6,21,17,4,20,3,98
0,17,10,2,26,0,918
5,18,51,2,38,4,1070
3,20,27,2,47,4,1083
0,10,0,2,18,0,900
2,11,2,2,49,2,3554
0,14,59,4,32,2,83
1,21,48,2,20,3,1523
3,19,44,2,20,0,900
1,18,58,3,32,2,64
2,9,23,4,32,3,93
4,19,31,3,20,0,78
3,20,11,2,3,2,2862
2,19,34,4,48,4,97
0,19,8,4,4,1,104
0,18,32,2,24,0,901
4,20,9,2,11,3,1489
4,9,42,2,10,1,2267
2,20,5,2,6,3,1441
1,12,33,2,3,1,2443
3,20,13,2,25,3,1832
1,9,5,2,5,2,3645
3,18,54,4,41,3,94
1,18,18,2,10,0,1084
4,12,11,3,29,2,56
3,9,16,2,15,4,1066
6,10,57,2,28,2,3396
5,19,0,2,43,2,2685
3,21,5,3,2,3,51
4,21,42,3,6,1,67
2,20,55,4,46,3,97
0,10,8,2,49,0,1044
4,20,34,2,10,3,1497
0,17,14,2,10,4,1082
4,12,8,4,40,3,97
0,21,59,2,36,3,1845
3,9,26,2,31,0,1006
4,21,42,2,20,2,3315
2,9,21,4,46,0,97
6,0,29,2,9,2,3786
6,20,42,2,39,2,3648
4,20,5,2,24,4,1080
4,19,8,2,25,3,1428
2,11,16,3,23,3,48
3,21,53,4,20,0,88
5,20,25,2,26,2,3411
4,21,37,2,4,4,1086
5,18,1,2,47,3,1505
6,14,40,2,27,1,2192
6,16,59,2,28,0,905
2,11,46,2,25,4,1163
4,18,50,2,29,2,3642
6,15,59,2,30,3,1432
2,20,41,2,24,0,909
6,9,28,4,12,0,89
1,20,12,4,11,2,94
5,20,42,2,18,3,1519
2,18,17,4,41,2,91
6,16,33,2,26,1,2301
6,0,2,2,45,4,1092
3,20,7,2,32,3,1423
5,19,25,2,26,4,1095
3,21,22,4,24,0,96
3,21,0,4,11,2,119
0,21,10,2,2,1,2850
5,19,54,2,43,0,888
6,19,40,2,0,3,1854
4,21,54,2,5,4,1088
6,10,56,2,11,3,1163
4,9,24,2,49,2,3568
4,21,19,2,40,4,1121
4,18,15,2,22,4,1372
3,11,7,4,0,0,82
6,0,46,2,29,4,885
6,15,59,2,33,0,642
5,11,58,2,2,0,881
5,10,13,2,45,0,888
3,19,52,2,34,2,2506
4,18,24,2,23,1,2315
5,20,48,3,16,4,58
4,21,53,2,29,3,1571
3,21,5,2,34,2,3721
0,11,43,2,40,4,1088
1,21,1,3,9,0,88
5,18,34,2,0,4,1071
4,18,1,4,10,0,97
2,21,47,2,24,0,904
5,11,13,2,38,1,2100
3,20,45,3,1,2,45
2,18,30,2,1,2,4276
5,21,45,4,18,3,76
0,21,57,2,22,1,2377
6,9,39,2,20,4,1199
5,21,23,2,34,0,916
5,21,8,2,13,3,1246
5,11,2,2,27,2,3510
6,16,40,4,29,3,117
2,9,31,3,3,0,64
6,14,11,2,26,4,1083
3,9,50,4,21,1,98
3,19,40,4,21,0,80
5,18,4,4,29,4,70
5,21,28,2,21,1,2403
0,11,43,2,6,4,1084
3,18,1,2,0,2,4691
4,21,50,3,43,0,84
3,18,16,2,16,2,3439
6,16,11,2,30,2,3380
6,0,22,2,40,4,1061
5,12,56,3,29,4,75
5,19,47,2,44,1,2464
5,20,49,2,40,1,2300
5,19,1,3,23,2,75
2,19,1,2,12,4,1003
5,20,10,4,6,0,83
3,21,45,4,22,0,82
6,0,2,3,5,2,55
6,20,46,2,26,1,2799
0,0,13,2,36,1,2434
1,21,10,2,24,1,2177
0,19,19,4,13,3,89
6,10,43,2,42,0,1086
6,9,19,2,47,2,3762
2,21,22,4,25,4,80
3,21,41,2,9,0,883
4,11,31,2,22,0,898
0,18,48,2,31,4,1115
2,18,50,3,26,4,61
6,15,7,4,10,2,84
6,14,2,2,29,3,1568
3,19,8,2,3,1,1997
3,10,25,4,29,2,93
3,21,0,2,14,4,1063
6,0,46,2,31,3,1459
1,19,7,2,26,2,3317
2,11,34,2,21,1,2401
6,15,24,4,28,4,103
6,0,56,4,16,2,81
3,18,46,4,20,0,86
0,0,23,4,35,4,113
2,21,9,2,34,3,1500
4,12,46,2,41,2,2433
5,20,50,2,41,1,2294
1,21,51,4,14,3,61
4,20,40,2,6,1,2331
1,20,16,2,10,0,894
6,20,24,2,7,0,889
6,19,24,2,44,4,1092
3,21,57,2,13,0,914
2,19,0,2,37,2,3687
5,19,57,3,44,1,63
4,21,42,2,24,3,1431
0,0,23,2,30,1,2464
4,19,30,2,37,4,980
2,21,8,3,19,2,63
5,21,8,2,20,2,3731
5,11,10,2,31,3,1501
4,19,23,3,41,1,57
5,11,48,3,2,1,63
2,20,49,2,46,1,2394
2,21,22,2,38,0,817
5,10,22,2,13,1,2275
0,12,25,3,11,3,80
4,18,28,2,38,2,3430
2,12,54,2,33,2,3536
3,20,27,2,6,1,2089
5,19,27,2,22,2,3755
1,10,7,2,18,0,891
6,17,25,2,47,0,902
6,16,49,3,45,2,60
2,21,36,2,11,3,1296
2,18,4,3,26,2,56
2,21,11,2,31,0,904
5,18,15,2,25,0,613
6,18,20,2,6,2,3467
5,18,37,2,40,1,2435
3,18,19,4,16,0,81
5,19,53,4,4,4,77
2,19,57,4,19,4,97
5,11,57,2,10,0,791
2,18,14,2,25,1,2457
0,10,29,2,1,1,2460
1,21,36,3,12,0,68
4,18,25,2,49,3,1539
0,10,41,2,26,4,980
3,18,33,4,30,0,86
6,14,27,2,19,1,2460
6,19,45,2,29,2,3488
3,19,8,4,10,4,88
3,11,1,2,39,2,3111
1,12,50,3,43,3,62
1,21,44,3,47,1,74
6,12,56,2,47,2,3316
5,18,57,4,36,3,67
5,21,4,2,24,2,3466
0,11,18,2,42,1,2348
5,21,59,2,12,1,2853
5,20,40,2,27,2,3700
3,19,31,2,21,0,911
4,19,52,2,26,0,892
6,10,1,3,45,4,63
0,0,36,2,1,0,608
4,10,20,3,38,4,78
2,19,54,2,17,4,1064
3,18,27,2,12,2,3675
1,21,54,3,5,3,69
2,21,41,2,17,4,1035
4,21,57,2,6,3,1455
1,20,44,4,18,4,87
1,10,18,2,35,3,1558
5,20,15,2,29,4,1074
1,12,23,3,8,0,49
0,11,7,4,10,3,89
2,18,19,2,40,2,3624
5,21,12,2,12,2,4251
5,21,13,2,47,1,2278
0,17,39,2,21,3,1293
6,17,4,2,33,3,1558
1,11,13,3,0,4,72
5,19,39,2,41,0,906
2,21,24,3,24,3,81
1,18,32,3,37,0,60
5,19,8,2,17,0,1251
2,19,52,2,46,4,1061
3,18,50,2,34,0,1117
1,20,27,4,14,1,91
2,12,18,2,30,4,1085
4,18,2,2,42,0,888
6,17,47,2,46,2,3608
0,0,17,2,20,3,1489
2,9,49,2,10,1,2339
1,20,21,2,45,4,1066
3,18,36,4,48,4,118
3,9,12,3,18,3,42
3,18,2,3,19,1,58
5,21,44,3,28,4,72
6,0,15,2,46,2,2890
6,17,21,4,30,3,90
0,18,53,2,41,3,1211
1,18,19,2,29,1,2324
5,19,45,2,43,1,2448
6,0,53,2,19,4,1300
4,11,58,2,49,3,1573
0,11,42,2,41,0,1055
6,19,17,2,27,1,2144
0,15,0,2,12,1,2268
0,14,23,3,11,4,68
0,9,35,2,17,2,3562
2,18,34,2,37,1,2400
3,11,27,2,4,2,3795
0,15,5,2,31,4,1245
0,18,30,4,40,0,75
3,19,46,2,34,2,3351
0,21,12,3,40,4,42
0,0,35,2,46,1,2398
0,17,27,2,38,4,1063
3,21,2,4,41,1,80
0,19,36,2,2,4,1062
4,12,22,2,22,2,3683
6,17,47,2,32,3,1457
6,10,15,2,5,0,897
1,18,29,2,38,4,1075
6,14,46,3,12,0,48
6,11,26,2,7,1,2475
6,11,46,2,19,4,1060
2,19,37,2,3,0,893
5,11,3,2,16,3,1180
5,10,7,2,23,1,2309
0,9,30,2,25,1,2406
2,21,32,4,40,0,87
2,11,40,4,21,2,94
2,9,14,2,9,3,1504
6,21,3,3,6,0,76
5,19,57,4,4,1,88
5,18,28,2,28,3,1427
1,18,24,3,12,4,46
1,20,19,2,6,4,1076
0,17,16,2,49,1,2374
1,12,13,2,18,0,897
2,18,31,3,26,4,79
6,14,33,2,35,2,3400
1,12,47,4,18,3,85
3,12,51,2,6,4,1063
6,11,45,3,38,4,70
4,20,9,4,41,2,87
6,18,19,2,15,1,2315
5,12,32,2,44,0,907
3,18,40,2,10,2,3468
1,19,27,3,21,4,52
1,18,53,3,35,1,54
1,21,14,4,47,3,84
1,19,24,2,25,2,4597
1,19,6,4,11,0,97
3,20,23,3,17,2,61
5,11,7,2,41,4,1064
0,20,18,4,43,0,98
5,18,50,3,41,2,78
0,21,14,2,9,0,909
4,21,39,2,39,3,1530
6,20,17,3,22,2,64
4,10,40,3,21,1,40
4,20,7,2,37,4,1082
0,0,17,2,11,4,1073
6,0,34,2,0,1,2378
1,12,42,2,0,0,734
1,11,30,2,16,3,1443
6,18,0,4,14,2,92
5,21,52,2,32,4,1077
1,20,58,3,49,2,85
4,20,27,2,26,3,1570
4,12,35,3,9,4,73
5,19,46,2,7,0,900
5,19,37,2,36,2,3404
1,20,17,4,35,3,90
6,0,28,2,14,4,1085
6,17,45,4,23,2,79
2,18,29,2,29,3,1579
5,19,12,2,29,1,2268
4,12,39,2,36,2,3519
2,21,57,2,23,4,1063
0,14,6,2,20,2,3491
4,19,21,2,48,0,917
3,21,49,2,47,2,2639
6,21,58,2,19,0,913
2,10,40,2,45,3,1551
1,9,46,2,20,0,627
6,18,23,2,42,4,1289
6,10,45,2,10,3,1492
1,18,49,3,4,1,69
5,21,40,2,44,2,3495
4,10,19,2,36,2,3360
4,19,47,2,2,2,3507
4,12,18,4,31,1,84
5,19,6,2,0,2,3576
1,18,12,2,45,2,3567
1,20,12,2,41,4,1090
6,10,57,4,19,3,90
5,19,45,4,48,1,89
0,17,56,2,12,2,3462
4,20,10,4,35,2,91
1,10,37,2,41,2,3584
6,14,36,2,16,2,3609
5,19,24,3,17,3,68
5,10,51,2,47,0,905
1,20,43,2,13,1,2411
1,18,37,4,3,3,67
1,19,12,2,38,1,2458
3,9,11,2,8,1,2361
6,0,8,2,8,1,2296
2,18,6,4,20,2,93
5,10,9,2,26,3,1509
5,11,24,2,38,3,1120
5,18,44,2,44,1,2389
2,19,8,2,1,1,2059
2,20,11,2,16,4,1095
6,17,23,3,0,1,43
1,18,39,2,4,2,4497
5,19,45,4,16,0,96
6,12,1,2,41,3,1570
1,10,59,2,41,3,1447
5,11,13,2,45,4,1065
1,18,48,2,46,2,3326
0,21,46,2,5,1,2391
5,19,57,3,41,0,65
5,11,55,2,0,4,1082
5,20,23,2,33,0,911
1,20,14,4,40,3,67
3,19,46,2,0,2,3657
5,10,57,2,20,0,1099
3,21,54,2,32,3,1484
5,19,42,2,3,2,4006
6,12,18,3,31,0,66
0,11,22,2,1,3,1438
2,20,55,2,14,0,880
5,21,37,4,37,3,107
1,20,56,3,0,4,78
6,0,15,3,32,0,50
0,16,41,2,21,4,1067
6,14,48,2,27,0,901
1,9,20,2,21,4,1074
5,19,22,4,10,2,112
1,19,40,2,19,0,904
0,10,22,2,22,3,1519
0,18,7,2,35,4,1077
1,19,55,2,41,4,996
3,19,10,2,12,3,1450
3,21,6,4,0,3,80
6,9,21,2,35,0,888
1,18,6,2,2,2,4181
5,21,5,2,15,0,886
6,16,2,2,16,1,2424
3,20,51,2,2,2,4121
4,18,17,4,23,3,63
2,20,41,2,23,3,1467
3,21,32,3,0,4,49
3,9,12,2,48,3,1515
6,11,56,2,48,3,1458
6,14,51,2,40,3,1433
6,12,13,3,33,1,79
4,12,23,2,34,0,911
4,19,15,4,43,4,84
4,20,46,2,48,0,890
4,21,57,2,32,0,902
4,21,30,2,5,4,1070
6,12,40,2,26,2,2813
4,10,21,4,4,0,91
3,18,55,2,7,3,1297
3,19,8,2,37,0,903
0,21,23,4,46,3,93
6,12,56,2,4,4,1065
0,14,13,2,48,2,3574
3,20,25,2,44,1,2380
0,17,11,2,45,2,3513
6,9,43,2,4,4,1089
3,19,5,2,13,3,1504
5,19,39,2,2,1,2478
4,10,57,3,38,0,55
4,19,28,2,41,3,1566
4,18,3,2,13,0,884
0,19,52,2,47,2,3502
5,19,56,2,18,4,1069
1,18,31,3,1,4,55
5,21,30,2,14,1,2440
2,19,20,2,32,1,2264
4,19,24,2,45,2,3564
0,10,29,2,1,3,1488
6,21,42,4,2,4,87
5,21,47,3,49,4,76
4,9,16,2,48,4,898
1,21,42,2,32,3,1505
0,19,13,2,7,2,2590
0,10,27,3,3,0,72
6,16,6,2,21,3,1553
5,11,44,2,2,1,2060
2,9,35,3,41,0,63
6,9,34,4,34,1,116
3,21,41,2,17,1,2871
4,19,1,4,32,3,93
5,19,18,2,26,4,1073
2,10,25,2,23,3,1486
2,11,19,2,7,0,917
0,18,33,2,19,0,900
1,20,50,4,26,2,114
6,14,17,2,13,4,1084
2,18,54,4,18,4,97
6,20,46,2,27,0,918
3,19,25,2,13,0,911
0,15,47,2,2,0,919
0,20,31,2,12,1,2408
0,17,37,2,5,2,3665
2,21,27,2,42,2,3521
5,21,4,2,31,4,1096
3,19,59,4,20,1,94
0,15,46,2,14,2,3649
3,21,14,2,17,3,1461
1,21,8,2,22,4,1096
3,18,29,3,19,2,46
3,19,36,2,28,4,999
3,10,45,3,45,4,80
2,20,5,3,11,0,75
3,21,11,2,48,3,1240
4,18,19,4,16,3,91
4,18,18,4,36,2,94
5,20,43,2,17,1,2926
4,12,30,2,0,3,1516
2,18,30,2,21,2,3432
6,17,53,2,23,0,908
1,20,30,2,28,0,588
4,20,51,2,26,4,1086
0,17,20,2,14,1,2404
4,12,4,2,47,4,1060
4,21,59,2,16,3,1367
1,18,24,3,49,1,83
3,18,14,4,24,0,88
3,20,44,2,11,2,2891
5,18,35,2,44,0,909
4,21,45,2,17,4,1218
3,18,26,4,16,1,87
2,21,24,4,18,2,90
6,18,48,2,10,3,1444
0,15,21,2,43,1,2335
4,21,49,4,24,4,84
4,21,27,3,35,2,81
2,18,31,2,41,2,3535
3,20,53,3,9,1,55
4,11,55,2,40,3,1516
2,20,28,2,19,2,2915
0,20,14,2,28,1,2478
0,12,26,2,49,1,2895
4,20,42,2,4,4,1067
4,11,0,2,46,3,1533
5,21,21,2,3,2,3619
5,9,54,3,17,2,69
2,21,45,3,0,2,47
3,20,20,2,10,1,2358
6,0,24,2,32,3,1434
0,0,4,2,23,1,2888
5,19,24,4,12,4,97
2,18,24,4,38,1,89
5,20,53,2,21,4,1079
0,9,1,2,5,0,889
6,15,29,2,25,1,2338
6,21,5,2,16,2,3602
4,18,16,2,37,4,1081
3,19,37,2,38,2,3191
0,20,11,2,29,2,3407
5,19,17,4,9,1,107
1,19,8,2,41,2,3331
5,18,12,2,41,4,1099
5,19,58,3,29,0,72
2,10,12,4,21,3,76
2,12,48,3,13,1,52
4,18,53,3,11,4,68
0,17,36,2,28,0,683
2,19,16,4,42,4,119
1,19,57,4,17,1,64
0,21,56,2,48,2,2901
3,20,32,2,43,0,893
0,21,10,2,24,4,869
5,18,58,2,27,1,2253
2,21,45,4,43,4,88
0,12,38,4,21,4,92
4,19,22,2,45,3,1171
4,21,38,3,26,1,73
1,11,13,2,15,2,4631
3,18,2,2,1,1,2429
5,21,23,2,0,1,2405
5,19,39,2,4,0,907
2,10,47,2,25,0,908
3,19,41,2,5,1,2261
0,9,6,2,31,1,2042
4,18,19,2,34,0,918
1,21,21,2,14,3,1536
5,9,12,2,22,4,1095
3,18,13,4,21,1,76
1,21,47,4,45,0,98
3,9,54,2,1,2,3404
5,20,16,2,43,0,885
0,17,48,2,4,4,944
2,10,59,2,14,2,3558
5,20,8,2,10,0,883
5,20,56,2,22,3,1265
5,11,31,4,23,1,104
5,21,21,2,32,0,886
4,19,55,3,12,2,46
6,9,47,2,8,1,2041
5,19,0,2,33,3,1443
4,20,22,2,0,1,2466
5,21,24,2,19,2,3848
0,11,6,2,27,2,3479
6,11,13,3,47,3,73
4,19,15,3,19,0,66
2,21,5,2,41,4,1087
1,12,35,4,46,3,84
2,19,17,3,37,1,55
2,19,0,4,42,3,70
2,11,44,2,19,0,993
2,20,20,2,24,3,1463
4,9,33,2,37,4,1070
6,10,15,2,49,3,1490
6,0,24,2,33,4,1060
0,11,1,2,32,0,880
0,14,50,4,43,0,84
0,16,5,2,13,3,1577
2,19,51,2,30,1,2462
4,21,35,2,6,1,2349
2,18,35,2,42,3,1559
4,19,54,2,49,2,3549
0,10,31,2,19,1,2015
0,19,30,3,22,0,73
5,19,35,2,7,4,1087
0,19,39,2,27,2,3573
6,17,14,2,6,2,3744
0,18,53,2,14,1,2414
4,21,46,2,4,4,1231
5,18,45,4,24,0,83
6,11,50,3,20,4,54
1,9,34,4,20,4,99
2,21,3,2,36,4,1070
2,9,3,2,3,2,3354
2,20,2,2,20,3,1588
3,10,46,4,2,2,118
3,19,34,2,42,0,916
1,12,1,2,5,3,1433
1,9,54,2,7,1,2093
2,20,36,4,49,4,80
1,20,2,2,40,3,1590
1,18,48,2,14,0,918
2,12,37,2,25,4,1092
4,21,49,4,8,2,110
6,17,36,2,23,4,1166
0,11,2,2,38,1,2410
3,20,7,2,35,4,1203
2,20,39,4,20,1,93
5,18,8,3,30,0,51
1,21,49,3,39,0,82
2,10,17,2,44,2,3680
4,19,21,4,45,4,84
1,19,48,2,46,3,1413
4,19,18,2,25,3,1479
2,12,2,2,17,4,1085
0,14,48,3,30,3,78
4,19,42,4,42,3,83
6,19,56,3,6,4,60
1,21,57,2,47,0,919
1,19,53,4,17,1,99
4,20,17,4,28,3,96
2,20,15,2,3,2,3646
5,19,8,4,23,0,96
2,18,47,4,13,1,72
3,21,1,2,16,0,888
6,16,11,2,36,1,2277
6,0,53,2,4,0,886
2,20,47,2,7,4,1089
4,21,1,2,14,0,979
2,20,45,2,33,2,3759
2,18,0,4,39,3,93
3,10,51,2,32,4,1097
4,18,16,2,19,1,2344
6,12,49,3,26,0,86
4,10,37,2,44,0,886
6,21,57,2,9,0,911
4,11,0,3,37,1,52
1,21,36,2,8,4,1099
2,18,28,2,10,0,919
